123.5392272023111,
121.2045978687504,
131.1830580689526,
112.5560179664956,
121.2780632837279,
102.1911891179676,118.2308319937814,110.2941254952092,
124.0839961468945,125.0651328839338,128.7852929218056,
131.7892728687475,118.8193739297067,127.0516327256834,
109.9118513180848,120.0996348732119,113.7012978645474,
130.1341996446127,113.3226421571697,136.8637046482191,
120.3648244483683,122.5593061833262,119.4269599786828,
117.6060732781191,123.3347720994217,119.9234846360533,
124.9714891581671,107.3757631756979,115.5166733492646,
106.5081602307342,129.9519184229942,122.1139452265166,
108.6130582790302,116.2903648269067,121.6090100326869,
127.6442839708957,134.7025933566254,124.024902981018,
131.558602688461,128.4940356338473,119.9987206292347,
114.0692445356243,120.4415730040686,129.470801491852,
120.4466209282408,126.2287483478405,138.0720995684507,
113.1333228122716,118.910298007943,145.340897573591,
116.859543694253,110.8487739027955,109.5438514766567,
119.7605831109186,114.0208120115546,109.90672649721,
113.8006864624408,123.9401434302292,111.1237715767315,
125.9999935876414,125.1381761085729,101.7152186465959,
108.8975392487667,127.4490734185929,120.2372166446653,
119.301356487427,104.4991392970823,109.1819562376362,
121.6634067218553,117.6263382737621,122.7663977255818,
123.9963339808329,122.6950055910599,100.0408331197384,
122.324681161204,114.1117501737101,116.1993997268579,
116.7108679871597,122.8044469151935,122.9472414074148,
125.9880015630589,108.1359685522344,127.4051748162524,
112.2886038327045,122.6567330737709,133.8697681513416,
124.4832858647512,127.4835979955933,110.6968292750592,
130.2899062531431,114.2150941013857,108.2946247272507,
99.38140836063053,131.2232316722375,131.2476991501132,
129.2794934761206,121.3035878346864,130.6597814343883,
122.8249567700412,123.0333168299067 
